Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4426,Time Crisis: Crisis Zone,PS2,2004,Shooter,Namco Bandai Games,0.11,0.09,0,0.03,0.22
4427,Momotarou Dentetsu 15,PS2,2005,Misc,Hudson Soft,0,0,0.22,0,0.22
4428,Dark Souls II,XOne,2015,Role-Playing,Namco Bandai Games,0.13,0.07,0,0.02,0.22
4429,Ben 10 Ultimate Alien: Cosmic Destruction,PS2,2010,Platform,D3Publisher,0.13,0.06,0,0.04,0.22
4430,MotoGP 08,PS2,2008,Racing,Capcom,0.01,0,0,0.21,0.22
4431,Madden NFL 12,PSP,2011,Sports,Electronic Arts,0.21,0,0,0.02,0.22
4432,Sengoku Basara 3 Utage,PS3,2011,Action,Capcom,0,0,0.22,0,0.22
4433,Ford vs. Chevy,PS2,2005,Racing,Global Star,0.11,0.09,0,0.03,0.22
4434,MotoGP 09/10,PS3,2010,Racing,Capcom,0.05,0.13,0,0.04,0.22
4435,Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,Marvelous Interactive,0.14,0,0.07,0.01,0.22
4436,A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,0.19,0.02,0,0.02,0.22
4437,Battleborn,PS4,2016,Shooter,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22
4438,Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,2013,Role-Playing,Tecmo Koei,0.06,0.04,0.1,0.02,0.22
4439,The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,0.18,0.02,0,0.02,0.22
4440,Rampage: Total Destruction,Wii,2006,Action,Midway Games,0.19,0.01,0,0.02,0.22
4441,Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22
4442,Petz: Horse Club,Wii,2008,Misc,Ubisoft,0.2,0,0,0.02,0.22
4443,Dino Stalker,PS2,2002,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22
4444,Rapala's Fishing Frenzy,Wii,2008,Sports,Activision,0.2,0,0,0.02,0.22
4445,Mobile Suit Gundam Seed,PS2,2003,Action,Namco Bandai Games,0,0,0.22,0,0.22
4446,Puss in Boots,Wii,2011,Action,THQ,0.19,0.01,0,0.01,0.22
4447,LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0,0.03,0.22
4448,Hitman: HD Trilogy,PS3,2013,Action,Square Enix,0.07,0.1,0,0.04,0.22
4449,Aliens vs Predator: Requiem,PSP,2007,Action,Vivendi Games,0.03,0.12,0,0.07,0.22
4450,Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22
4451,Barbie: Groom and Glam Pups,Wii,2010,Action,THQ,0.19,0.02,0,0.01,0.22
4452,Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.16,0.01,0.03,0.02,0.22
4453,CSI: Fatal Conspiracy,Wii,2010,Adventure,Ubisoft,0.12,0.08,0,0.02,0.22
4454,Jackass the Game,PSP,2007,Action,Empire Interactive,0.09,0.08,0,0.05,0.22
4455,The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22
4456,Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.12,0.08,0,0.02,0.22
4457,Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.09,0.1,0,0.04,0.22
4458,The Walking Dead: Season Two,PS3,2014,Adventure,Telltale Games,0.09,0.09,0,0.04,0.22
4459,Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.09,0.1,0,0.02,0.22
4460,The Suffering,XB,2004,Action,Midway Games,0.16,0.05,0,0.01,0.22
4461,Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,Square Enix,0,0,0.22,0,0.22
4462,Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,Activision,0.11,0.09,0,0.02,0.22
4463,Tales of Graces,Wii,2009,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22
4464,ATV Quad Kings,Wii,2009,Racing,Zoo Digital Publishing,0.21,0,0,0.01,0.22
4465,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,2002,Misc,Acclaim Entertainment,0.11,0.08,0,0.03,0.22
4466,Tropico 3,X360,2009,Strategy,Kalypso Media,0.15,0.02,0.03,0.02,0.22
4467,Nickelodeon Party Blast,XB,2002,Misc,Infogrames,0.16,0.05,0,0.01,0.22
4468,Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,D3Publisher,0.11,0.09,0,0.02,0.22
4469,G.I. Joe: The Rise of Cobra,Wii,2009,Action,Electronic Arts,0.17,0.03,0,0.02,0.22
4470,Shellshock: Nam '67,XB,2004,Shooter,Eidos Interactive,0.16,0.05,0,0.01,0.22
4471,Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.13,0.07,0,0.02,0.22
4472,Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22
4473,Magna Carta: Tears of Blood,PS2,2004,Role-Playing,505 Games,0.11,0.08,0,0.03,0.22
4474,Lethal Skies Elite Pilot: Team SW,PS2,2001,Simulation,Sammy Corporation,0.11,0.08,0,0.03,0.22
4475,NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0,0.02,0.22
4476,Yoostar2,X360,2011,Misc,Unknown,0.11,0.09,0,0.02,0.22
4477,Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.08,0,0.04,0.22
4478,You Don't Know Jack,Wii,2011,Misc,THQ,0.2,0,0,0.01,0.22
4479,Just Dance 2016,PS3,2015,Misc,Ubisoft,0.1,0.08,0,0.04,0.22
4480,Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,Crave Entertainment,0.2,0,0,0.02,0.22
4481,Guitar Hero: Smash Hits,PS2,2009,Misc,Activision,0.11,0.01,0,0.1,0.22
4482,NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0,0.03,0.22
4483,NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0,0,0.02,0.22
4484,Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0,0.02,0.22
4485,Dead Island,PC,2011,Action,Deep Silver,0.12,0.07,0,0.03,0.22
4486,Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0,0.03,0.22
4487,Rugby 2004,PS2,2003,Sports,Electronic Arts,0.11,0.08,0,0.03,0.22
4488,NBA 06,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.22
4489,Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Atlus,0.08,0,0.13,0.01,0.22
4490,Wreckless: ThE YaKuza MisSiOns,PS2,2002,Racing,Activision,0.11,0.08,0,0.03,0.22
4491,Jikkyou Powerful Major League,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22
4492,Darksiders II,PS4,2015,Action,Nordic Games,0.09,0.1,0,0.04,0.22
4493,Saltwater Sportfishing,PS,2001,Sports,Take-Two Interactive,0.12,0.08,0,0.01,0.22
4494,J-League Winning Eleven 2008: Club Championship,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22
4495,Lost Planet 3,PS3,2013,Shooter,Capcom,0.07,0.06,0.06,0.03,0.22
4496,Order Up!,Wii,2008,Misc,Zoo Digital Publishing,0.19,0.01,0,0.02,0.22
4497,SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,0.05,0.13,0,0.04,0.22
4498,NBA Live 14,PS4,2013,Sports,Electronic Arts,0.14,0.05,0,0.03,0.22
4499,Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008,Sports,DTP Entertainment,0,0.2,0,0.01,0.22
4500,Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.06,0.13,0,0.02,0.22
4501,Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0,0.02,0.22
4502,Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.07,0,0.03,0.22
4503,One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0,0.07,0.13,0.02,0.22
4504,Herdy Gerdy,PS2,2002,Adventure,Eidos Interactive,0.11,0.08,0,0.03,0.22
4505,Armored Core V,X360,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.22
4506,EVE Online,PC,2003,Role-Playing,CCP,0,0.19,0,0.02,0.22
4507,Digimon World Re:Digitize,PSP,2012,Action,Namco Bandai Games,0,0,0.22,0,0.22
4508,Ride,PS4,2015,Racing,Milestone S.r.l.,0.03,0.13,0.03,0.03,0.22
4509,Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0,0.02,0.22
4510,NBA in the Zone 2000,PS,2000,Sports,Konami Digital Entertainment,0.12,0.08,0,0.01,0.21
4511,Dark Summit,PS2,2001,Sports,THQ,0.11,0.08,0,0.03,0.21
4512,Afrika,PS3,2008,Adventure,Unknown,0.12,0,0.08,0.01,0.21
4513,Cabela's Big Game Hunter: Ultimate Challenge,PS,2001,Sports,Activision Value,0.12,0.08,0,0.01,0.21
4514,The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.21
4515,Are You Smarter Than a 5th Grader? Back to School,Wii,2010,Misc,Nintendo,0.2,0,0,0.02,0.21
4516,Steins;Gate,PSV,2013,Adventure,PQube,0.07,0.09,0,0.05,0.21
4517,The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0.08,0,0.03,0.21
4518,SingStar: Back to the 80s,PS3,2011,Misc,Sony Computer Entertainment,0,0.16,0,0.05,0.21
4519,Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive,0.11,0.08,0,0.03,0.21
4520,NBA,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.21
4521,Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Fighting,Ubisoft,0.11,0.08,0,0.03,0.21
4522,Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0,0.11,0.01,0.21
4523,Disaster Report,PS2,2002,Action,Agetec,0.03,0.02,0.15,0.01,0.21
4524,We Sing Robbie Williams,Wii,2010,Misc,Nordic Games,0,0.19,0,0.03,0.21
4525,Backyard NFL Football '09,Wii,2008,Sports,Atari,0.2,0,0,0.02,0.21
4526,Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21
4527,Akiba's Trip: Undead & Undressed,PSV,2013,Action,Nippon Ichi Software,0.09,0.02,0.08,0.03,0.21
4528,Speed Racer: The Videogame,PS2,2008,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0,0.03,0.21
4529,College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.2,0,0,0.02,0.21
4530,The Amazing Spider-Man 2 (2014),XOne,2014,Action,Activision,0.12,0.07,0,0.02,0.21
4531,Big League Sports,X360,2011,Sports,Activision,0.18,0.02,0,0.01,0.21
4532,UFC Undisputed 2010,PSP,2010,Fighting,THQ,0.11,0.07,0,0.04,0.21
4533,Baja: Edge of Control,PS3,2008,Racing,THQ,0.1,0.08,0,0.04,0.21
4534,Wild Wild Racing,PS2,2000,Racing,Interplay,0.1,0.08,0,0.03,0.21
4535,The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0,0.03,0.21
4536,NCAA March Madness 08,X360,2007,Sports,Electronic Arts,0.2,0,0,0.02,0.21
4537,Momotarou Dentetsu 16,PS2,2006,Misc,Hudson Soft,0,0,0.21,0,0.21
4538,MTV Celebrity Deathmatch,XB,2003,Fighting,Gotham Games,0.16,0.05,0,0.01,0.21
4539,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Action,Namco Bandai Games,0,0,0.21,0,0.21
4540,Conflict Zone,PS2,2002,Strategy,Ubisoft,0.1,0.08,0,0.03,0.21
4541,de Blob 2,PS3,2011,Platform,THQ,0.11,0.07,0,0.03,0.21
4542,The BIGS 2,X360,2009,Sports,Take-Two Interactive,0.19,0.01,0,0.02,0.21
4543,BloodRayne,XB,2002,Shooter,Universal Interactive,0.16,0.05,0,0.01,0.21
4544,Hannah Montana: The Movie,X360,2009,Adventure,Disney Interactive Studios,0.14,0.06,0,0.02,0.21
4545,50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,0.12,0.07,0,0.02,0.21
4546,Bratz: Girlz Really Rock,Wii,2008,Action,THQ,0.19,0,0,0.02,0.21
4547,NHL 2K6,XB,2005,Sports,Take-Two Interactive,0.16,0.05,0,0.01,0.21
4548,Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0,0.01,0.21
4549,World Poker Tour,PS2,2005,Misc,Take-Two Interactive,0.1,0.08,0,0.03,0.21
4550,Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.12,0,0.02,0.21
4551,Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21
4552,MVP Baseball,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.21
4553,GRID Autosport,PS3,2014,Racing,Codemasters,0.05,0.11,0.01,0.04,0.21
4554,Now! That's What I Call Music: Dance & Sing,Wii,2011,Misc,Unknown,0,0.18,0,0.04,0.21
4555,Metal Gear Solid V: The Phantom Pain,X360,2015,Action,Konami Digital Entertainment,0.12,0.08,0,0.02,0.21
4556,Hasbro Family Game Night 3,X360,2010,Misc,Electronic Arts,0.17,0.03,0,0.01,0.21
4557,G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.11,0.07,0,0.03,0.21
4558,Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.18,0.01,0,0.02,0.21
4559,Viewtiful Joe 2,PS2,2004,Action,Capcom,0.1,0.08,0,0.03,0.21
4560,Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.21
4561,Pac-Man World 3,PS2,2005,Platform,Namco Bandai Games,0.1,0.08,0,0.03,0.21
4562,Transformer: Rise of the Dark Spark,PS4,2014,Action,Activision,0.07,0.1,0.01,0.04,0.21
4563,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Wii,2009,Adventure,GSP,0.12,0.07,0,0.02,0.21
4564,Marvel Super Hero Squad,PSP,2009,Fighting,THQ,0.17,0.02,0,0.02,0.21
4565,Champion Jockey: G1 Jockey & Gallop Racer,PS3,2011,Sports,Tecmo Koei,0.06,0.05,0.08,0.02,0.21
4566,HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,0.12,0.08,0,0.01,0.21
4567,Yoga Wii,Wii,2009,Sports,JoWood Productions,0.15,0.05,0,0.02,0.21
4568,Darkwatch,XB,2005,Shooter,Ubisoft,0.16,0.05,0,0.01,0.21
4569,Cabela's Survival: Shadows of Katmai,Wii,2011,Sports,Activision,0.15,0.05,0,0.02,0.21
4570,Prince of Persia: Revelations,PSP,2005,Adventure,Ubisoft,0.18,0.01,0,0.02,0.21
4571,Bass Pro Shops: The Strike,X360,2009,Sports,XS Games,0.2,0,0,0.02,0.21
4572,Front Mission 5: Scars of the War,PS2,2005,Strategy,Square Enix,0,0,0.21,0,0.21
4573,Maximo vs Army of Zin,PS2,2003,Platform,Capcom,0.1,0.08,0,0.03,0.21
4574,Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.2,0,0,0.01,0.21
4575,Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment,0.06,0,0.13,0.01,0.21
4576,Summoner 2,PS2,2002,Role-Playing,THQ,0.1,0.08,0,0.03,0.21
4577,The Land Before Time: Big Water Adventure,PS,2002,Platform,TDK Mediactive,0.12,0.08,0,0.01,0.21
4578,Shadow of Destiny,PS2,2001,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21
4579,Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,Activision Value,0.16,0.05,0,0.01,0.21
4580,Brunswick Pro Bowling,PSP,2007,Sports,505 Games,0.19,0,0,0.02,0.21
4581,World Series of Poker,PSP,2005,Misc,Activision,0.19,0,0,0.02,0.21
4582,WipeOut 3 The Game,X360,2012,Action,Activision,0.2,0,0,0.01,0.21
4583,SBK Superbike World Championship,X360,2008,Racing,Black Bean Games,0.06,0.14,0,0.01,0.21
4584,PoPoLoCrois Monogatari II,PS,2000,Role-Playing,Sony Computer Entertainment,0,0,0.2,0.01,0.21
4585,Vampire Rain,X360,2007,Action,Microsoft Game Studios,0.18,0,0.01,0.01,0.21
4586,Way of the Samurai 3,X360,2009,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21
4587,Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21
4588,Unreal II: The Awakening,XB,2004,Shooter,Atari,0.17,0.04,0,0.01,0.21
4589,Rumble Racing,PS2,2001,Racing,Electronic Arts,0.1,0.08,0,0.03,0.21
4590,Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.1,0.08,0,0.03,0.21
4591,Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,0.09,0,0.1,0.01,0.21
4592,Batman Begins,XB,2005,Action,Electronic Arts,0.16,0.04,0,0.01,0.21
4593,Just Dance: Greatest Hits,Wii,2012,Misc,Ubisoft,0.15,0.04,0,0.02,0.21
4594,J-League Winning Eleven 10 + Europa League 06-07,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21
4595,Tales of Phantasia: Narikiri Dungeon X,PSP,2010,Role-Playing,Namco Bandai Games,0,0,0.21,0,0.21
4596,JSRF: Jet Set Radio Future,XB,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21
4597,The Last Airbender,Wii,2010,Action,THQ,0.12,0.07,0,0.02,0.21
4598,StokEd,X360,2009,Sports,Zushi Games,0.18,0.01,0,0.01,0.21
4599,ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21
4600,Project: Snowblind,PS2,2005,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21
4601,Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.12,0.08,0,0.01,0.21
4602,LEGO The Hobbit,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.03,0.13,0,0.05,0.21
4603,Rayman Legends,PSV,2014,Platform,Ubisoft,0.03,0.12,0,0.05,0.21
4604,Shin Megami Tensei: Persona 3 (jp sales),PS2,2006,Role-Playing,Tecmo Koei,0,0,0.21,0,0.21
4605,Greg Hastings Paintball 2,X360,2010,Shooter,Majesco Entertainment,0.19,0,0,0.01,0.21
4606,Evil Dead: Regeneration,PS2,2005,Action,THQ,0.1,0.08,0,0.03,0.21
4607,Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,0.11,0.08,0,0.02,0.21
4608,NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0,0,0.02,0.21
4609,NHL 2003,XB,2002,Sports,Electronic Arts,0.15,0.04,0,0.01,0.21
4610,Marvel Super Hero Squad: Comic Combat,PS3,2011,Action,THQ,0.11,0.07,0,0.03,0.21
4611,Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,0.19,0,0,0.02,0.21
4612,NHL 2K3,PS2,2002,Sports,Sega,0.1,0.08,0,0.03,0.21
4613,Pro Yaky? Spirits 2010,PS3,2010,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21
4614,The Naked Brothers Band: The Video Game,Wii,2008,Misc,THQ,0.19,0,0,0.01,0.21
4615,Rune Factory: Tides of Destiny,Wii,2011,Role-Playing,Marvelous Interactive,0.14,0,0.06,0.01,0.21
4616,NCAA Football 10,PSP,2009,Sports,Electronic Arts,0.19,0,0,0.02,0.21
4617,Gallop Racer 2003: A New Breed,PS2,2002,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21
4618,Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.13,0.06,0,0.02,0.21
4619,Outlaw Golf 2,XB,2004,Sports,Global Star,0.15,0.04,0,0.01,0.21
4620,Anarchy Reigns,PS3,2012,Action,Sega,0.1,0.03,0.06,0.02,0.21
4621,CSI: Deadly Intent,X360,2009,Adventure,Ubisoft,0.1,0.08,0,0.02,0.21
4622,Defiance,PC,2013,Shooter,Trion Worlds,0.14,0.04,0,0.02,0.21
4623,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,2011,Sports,Sega,0,0,0.21,0,0.21
4624,Bugs Bunny & Taz: Time Busters,PS,2000,Adventure,Infogrames,0.11,0.08,0,0.01,0.21
4625,Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,0.06,0.1,0.01,0.04,0.21
4626,Jikkyou Powerful Pro Yakyuu 2012,PS3,2012,Action,Konami Digital Entertainment,0,0,0.21,0,0.21
4627,X2: Wolverine's Revenge,XB,2003,Platform,Activision,0.15,0.04,0,0.01,0.21
4628,The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.1,0.07,0,0.03,0.21
4629,Thrillville,PSP,2006,Strategy,Atari,0.18,0,0,0.02,0.2
4630,Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,Ubisoft,0.15,0.04,0,0.02,0.2
4631,Attack on Titan (KOEI),PS4,2016,Action,Tecmo Koei,0.02,0.06,0.11,0.02,0.2
4632,Cabela's North American Adventures,Wii,2010,Sports,Activision,0.19,0,0,0.01,0.2
4633,Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,0.17,0.01,0,0.02,0.2
4634,WWE All Stars,Wii,2011,Fighting,THQ,0.11,0.07,0,0.02,0.2
4635,Trade & Battle: Card Hero,GB,2000,Strategy,Nintendo,0,0,0.2,0,0.2
4636,World Championship Cards,PSP,2008,Misc,Crave Entertainment,0.19,0,0,0.02,0.2
4637,You Don't Know Jack,X360,2011,Misc,THQ,0.19,0,0,0.01,0.2
4638,NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0,0.02,0.2
4639,Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,0.1,0.08,0,0.03,0.2
4640,Backyard NFL Football 2006,PS2,2005,Sports,Atari,0.1,0.08,0,0.03,0.2
4641,NASCAR Heat 2002,XB,2001,Racing,Infogrames,0.15,0.04,0,0.01,0.2
4642,Planet 51,Wii,2009,Action,Sega,0.17,0.02,0,0.02,0.2
4643,DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.08,0,0.02,0.2
4644,My Fitness Coach 2: Exercise and Nutrition,Wii,2009,Sports,Black Bean Games,0.14,0.04,0,0.02,0.2
4645,Sengoku Basara 2 Heroes,PS2,2007,Action,Capcom,0,0,0.2,0,0.2
4646,Buzz! The Schools Quiz,PS2,2008,Misc,Sony Computer Entertainment,0,0.02,0,0.19,0.2
4647,Two Worlds II,PC,2011,Role-Playing,Unknown,0.09,0.09,0,0.03,0.2
4648,Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2
4649,NCAA March Madness 06,XB,2005,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2
4650,Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive,0.15,0.03,0,0.02,0.2
4651,Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,0.06,0,0.14,0.01,0.2
4652,Crazy Taxi 3: High Roller,XB,2002,Racing,Sega,0.14,0.04,0.02,0.01,0.2
4653,Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2
4654,Just Dance 2: Extra Songs,Wii,2011,Misc,Ubisoft,0,0.17,0,0.03,0.2
4655,Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.01,0.2
4656,International Superstar Soccer 2000,PS2,2000,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
4657,"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,0.09,0.09,0,0.03,0.2
4658,The Bible Game,PS2,2005,Misc,Crave Entertainment,0.1,0.08,0,0.03,0.2
4659,Shining Blade,PSP,2012,Role-Playing,Sega,0,0,0.2,0,0.2
4660,Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.05,0.09,0.02,0.2
4661,Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.06,0.05,0.08,0.02,0.2
4662,The Ultimate Red Ball Challenge,Wii,2009,Misc,Mindscape,0,0.19,0,0.01,0.2
4663,PBR: Out of the Chute,PS2,2008,Sports,Crave Entertainment,0.1,0.08,0,0.03,0.2
4664,The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,0.1,0.08,0,0.03,0.2
4665,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,2003,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
4666,Arcana Heart 3,PS3,2011,Fighting,PQube,0.04,0.05,0.1,0.02,0.2
4667,Jillian Michaels' Fitness Adventure,X360,2011,Misc,505 Games,0.17,0.02,0,0.01,0.2
4668,MLB 10: The Show,PSP,2010,Sports,Sony Computer Entertainment,0.19,0,0,0.02,0.2
4669,State of Decay,XOne,2015,Strategy,Microsoft Game Studios,0.14,0.05,0,0.02,0.2
4670,Ashes Cricket 2009,X360,2009,Sports,Codemasters,0,0.19,0,0.01,0.2
4671,Saturday Night Speedway,PS2,2004,Racing,Play It,0.1,0.08,0,0.03,0.2
4672,MLB SlugFest 20-03,XB,2002,Sports,Midway Games,0.15,0.04,0,0.01,0.2
4673,Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,0.13,0.03,0.03,0.02,0.2
4674,Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,0.16,0.02,0,0.02,0.2
4675,Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2
4676,Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.1,0.08,0,0.03,0.2
4677,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.1,0.08,0,0.02,0.2
4678,Le Mans 24 Hours,PS2,2001,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2
4679,XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.1,0,0.02,0.2
4680,International Cricket 2010,PS3,2010,Sports,Codemasters,0,0.15,0,0.05,0.2
4681,ESPN MLB Baseball,PS2,2004,Sports,Sega,0.1,0.08,0,0.03,0.2
4682,Neighborhood Games,Wii,2009,Misc,THQ,0.17,0.02,0,0.01,0.2
4683,All Star Pro-Wrestling,PS2,2000,Fighting,SquareSoft,0,0,0.2,0,0.2
4684,Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0,0.03,0.16,0.01,0.2
4685,Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,0.17,0.01,0,0.02,0.2
4686,Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.07,0,0.03,0.2
4687,MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2
4688,NHL 17,PS4,2016,Sports,Electronic Arts,0.13,0.04,0,0.04,0.2
4689,Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,2012,Action,Sega,0,0,0.2,0,0.2
4690,NBA 2K2,XB,2002,Sports,Sega,0.15,0.04,0,0.01,0.2
